Title,Year,Movie_Hits,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,budget,revenue,runtime,tagline,Revenue-Budget Ratio,Revenue-Runtime Ratio,tagline_compound,tagline_neutral,tagline_negative,tagline_positive,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,Rating,overview,overview_positive,overview_negative,overview_neutral,overview_compound,overview_processes,Personal Growth Drama,Group Conflict,Mission-Driven Thriller,Small-Town Heroism
Rush,2013,61.0,84,1,0,0,0,38000000.0,90200000.0,123.0,Everyone's driven by something.,2.373684210526316,733333.3333333334,0.0,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,"In the 1970s, a rivalry propels race car drivers Niki Lauda and James Hunt to fame and glory — until a horrible accident threatens to end it all.",0.18,0.258,0.562,-0.4215,in the 1970s a rivalry propels race car drivers niki lauda and james hunt to fame and glory — until a horrible accident threatens to end it all,0.016781702637672424,0.01653660461306572,0.016229301691055298,0.950452446937561
Sabotage,2014,10.0,67,1,0,0,0,35000000.0,22126842.0,110.0,Leave no loose ends,0.6321954857142857,201153.1090909091,-0.5719,0.149,0.851,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,R,"John 'Breacher' Wharton leads an elite DEA task force that takes on the world's deadliest drug cartels. When the team successfully executes a high-stakes raid on a cartel safe house, they think their work is done – until, one-by-one, the team members mysteriously start to be eliminated. As the body count rises, everyone is a suspect.",0.106,0.038,0.855,0.5994,john 'breacher' wharton leads an elite dea task force that takes on the world's deadliest drug cartels when the team successfully executes a high-stakes raid on a cartel safe house they think their work is done – until one-by-one the team members mysteriously start to be eliminated as the body count rises everyone is a suspect,0.8068676590919495,0.0,0.17798353731632233,0.0
Sad Hill Unearthed,2017,0.0,62,1,0,0,0,170000.0,22834.0,83.0,The film was over. The story had only started.,0.1343176470588235,275.1084337349397,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Unknown,"Province of Burgos, northern Spain, October 2015. A group of fans undertake the titanic task of restoring the location of the last scene of The Good, the Bad and the Ugly, the mythical spaghetti western directed by Italian filmmaker Sergio Leone in 1966.",0.102,0.136,0.762,-0.4019,province of burgos northern spain october 2015 a group of fans undertake the titanic task of restoring the location of the last scene of the good the bad and the ugly the mythical spaghetti western directed by italian filmmaker sergio leone in 1966,0.010044177994132042,0.9699137210845947,0.0,0.010044878348708153
Safe Haven,2013,7.0,72,1,0,0,0,28000000.0,97600000.0,115.0,You know it when you find it,3.4857142857142858,848695.6521739131,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,PG-13,"A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.",0.0,0.139,0.861,-0.4019,a young woman with a mysterious past lands in southport north carolina where her bond with a widower forces her to confront the dark secret that haunts her,0.017586346715688705,0.017239967361092567,0.017583416774868965,0.9475902915000916
Safety Not Guaranteed,2012,8.0,74,1,0,0,0,750000.0,4424699.0,86.0,What would you go back for?,5.899598666666667,51449.98837209302,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,R,Three magazine employees head out on an assignment to interview a guy who placed a classified ad seeking a companion for time travel.,0.0,0.0,1.0,0.0,three magazine employees head out on an assignment to interview a guy who placed a classified ad seeking a companion for time travel,0.017544349655508995,0.017790673300623894,0.017661314457654953,0.9470036625862122
Sands of Iwo Jima,1950,0.0,64,0,0,1,0,1000000.0,7800000.0,100.0,A great human story... makes a mighty motion picture!,7.8,78000.0,0.6588,0.577,0.0,0.423,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Unknown,"Haunted by personal demons, Marine Sgt. John Stryker is hated and feared by his men, who see him as a cold-hearted sadist. But when their boots hit the beaches, they begin to understand the reason for Stryker's rigid form of discipline.",0.0,0.191,0.809,-0.7579,haunted by personal demons marine sgt john stryker is hated and feared by his men who see him as a cold-hearted sadist but when their boots hit the beaches they begin to understand the reason for stryker's rigid form of discipline,0.010296273045241833,0.010410454124212265,0.010374431498348713,0.9689188599586487
Sanju,2018,1.0,74,1,0,0,0,21918618.0,67414985.0,161.0,One man... many lives,3.075695055226566,418726.6149068323,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,Sanju explores some of the most crucial chapters from movie star Sanjay Dutt’s dramatic and controversial real life. It gives a lowdown on his tryst with drugs and his trials and tribulations in the Arms Acts case and the 1993 Mumbai blasts.,0.0,0.085,0.915,-0.3818,sanju explores some of the most crucial chapters from movie star sanjay dutt’s dramatic and controversial real life it gives a lowdown on his tryst with drugs and his trials and tribulations in the arms acts case and the 1993 mumbai blasts,0.01112514641135931,0.9666023254394531,0.011140896007418633,0.011131614446640015
Sarah's Key,2010,3.0,65,1,0,0,0,10000000.0,17511906.0,111.0,Uncover the mystery.,1.7511906,157764.9189189189,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,PG-13,"On the night of 16 July 1942, ten year old Sarah and her parents are being arrested and transported to the Velodrome d'Hiver in Paris where thousands of other jews are being sent to get deported. Sarah however managed to lock her little brother in a closet just before the police entered their apartment. Sixty years later, Julia Jarmond, an American journalist in Paris, gets the assignment to write an article about this raid, a black page in the history of France. She starts digging archives and through Sarah's file discovers a well kept secret about her own in-laws.",0.021,0.031,0.948,-0.25,on the night of 16 july 1942 ten year old sarah and her parents are being arrested and transported to the velodrome d'hiver in paris where thousands of other jews are being sent to get deported sarah however managed to lock her little brother in a closet just before the police entered their apartment sixty years later julia jarmond an american journalist in paris gets the assignment to write an article about this raid a black page in the history of france she starts digging archives and through sarah's file discovers a well kept secret about her own in-laws,0.0,0.0,0.9855128526687622,0.0
Savages,2012,34.0,71,1,0,0,0,45000000.0,82966152.0,131.0,Young. Beautiful. Deadly.,1.8436922666666664,633329.4045801527,0.5994,0.339,0.0,0.661,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,R,Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.,0.13,0.0,0.87,0.34,pot growers ben and chon face off against the mexican drug cartel who kidnapped their shared girlfriend,0.9356813430786133,0.021369002759456635,0.02164374105632305,0.021305952221155167
Saving Mr. Banks,2013,14.0,77,0,0,0,1,35000000.0,112544580.0,126.0,"Where her book ended, their story began.",3.2155594285714284,893210.9523809524,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,PG-13,"Author P.L. Travers looks back on her childhood while reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.",0.0,0.053,0.947,-0.1027,author pl travers looks back on her childhood while reluctantly meeting with walt disney who seeks to adapt her mary poppins books for the big screen,0.01439327746629715,0.014545522630214691,0.9567352533340454,0.014325977303087711
Scary Movie 5,2013,5.0,59,1,0,0,0,20000000.0,78613981.0,88.0,Evil is coming. Bring protection.,3.93069905,893340.6931818182,-0.6597,0.476,0.524,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,"Home with their newly-formed family, happy parents Dan and Jody are haunted by sinister, paranormal activities. Determined to expel the insidious force, they install security cameras and discover their family is being stalked by an evil dead demon.",0.149,0.326,0.525,-0.9022,home with their newly-formed family happy parents dan and jody are haunted by sinister paranormal activities determined to expel the insidious force they install security cameras and discover their family is being stalked by an evil dead demon,0.0108431251719594,0.010866028256714344,0.9672601819038391,0.011030703783035278
Scent of a Woman,1992,4.0,80,0,0,1,0,31000000.0,134100000.0,156.0,"Col. Frank Slade has a very special plan for the weekend. It involves travel, women, good food, fine wine, the tango, chauffeured limousines and a loaded forty-five. And he's bringing Charlie along for the ride.",4.325806451612904,859615.3846153846,0.7713,0.796,0.0,0.204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,"Charlie Simms is a student at a private preparatory school who comes from a poor family. To earn the money for his flight home to Gresham, Oregon for Christmas, Charlie takes a job over Thanksgiving looking after retired U.S. Army officer Lieutenant Colonel Frank Slade, a cantankerous middle-aged man who lives with his niece and her family.",0.0,0.057,0.943,-0.4767,charlie simms is a student at a private preparatory school who comes from a poor family to earn the money for his flight home to gresham oregon for christmas charlie takes a job over thanksgiving looking after retired us army officer lieutenant colonel frank slade a cantankerous middle-aged man who lives with his niece and her family,0.0,0.9762507677078247,0.0,0.0
School Ties,1992,23.0,66,0,0,1,0,18000000.0,14700000.0,106.0,Just because you’re accepted doesn’t mean you belong.,0.8166666666666667,138679.24528301886,0.2732,0.769,0.0,0.231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,"When David Greene receives a football scholarship to a prestigious prep school in the 1950s, he feels pressure to hide the fact that he is Jewish from his classmates and teachers, fearing that they may be anti-Semitic. He quickly becomes the big man on campus thanks to his football skills, but when his Jewish background is discovered, his worst fears are realized and his friends turn on him with violent threats and public ridicule.",0.064,0.289,0.647,-0.9705,when david greene receives a football scholarship to a prestigious prep school in the 1950s he feels pressure to hide the fact that he is jewish from his classmates and teachers fearing that they may be anti-semitic he quickly becomes the big man on campus thanks to his football skills but when his jewish background is discovered his worst fears are realized and his friends turn on him with violent threats and public ridicule,0.0,0.0,0.9793285131454468,0.0
Scoop,2006,18.0,68,0,0,1,0,4000000.0,39220946.0,96.0,The perfect man. The perfect story. The perfect murder.,9.8052365,408551.5208333333,0.7506,0.24,0.226,0.534,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PG-13,"An American journalism student in London scoops a big story, and begins an affair with an aristocrat as the incident unfurls.",0.0,0.0,1.0,0.0,an american journalism student in london scoops a big story and begins an affair with an aristocrat as the incident unfurls,0.020013095811009407,0.019803816452622414,0.9403890371322632,0.019794024527072906
Scott Pilgrim vs. the World,2010,23.0,82,1,0,0,0,85000000.0,51691156.0,113.0,An epic of epic epicness.,0.6081312470588235,457443.8584070797,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,"As bass guitarist for a garage-rock band, Scott Pilgrim has never had trouble getting a girlfriend; usually, the problem is getting rid of them. But when Ramona Flowers skates into his heart, he finds she has the most troublesome baggage of all: an army of ex-boyfriends who will stop at nothing to eliminate him from her list of suitors.",0.025,0.149,0.826,-0.8364,as bass guitarist for a garage-rock band scott pilgrim has never had trouble getting a girlfriend; usually the problem is getting rid of them but when ramona flowers skates into his heart he finds she has the most troublesome baggage of all: an army of ex-boyfriends who will stop at nothing to eliminate him from her list of suitors,0.0,0.9745690226554871,0.0,0.0
Scrooged,1988,6.0,73,0,1,0,0,32000000.0,60300000.0,101.0,The spirits will move you in odd and hysterical ways.,1.884375,597029.7029702971,-0.34,0.702,0.298,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,PG-13,"Frank Cross is a wildly successful television executive whose cold ambition and curmudgeonly nature has driven away the love of his life. But after firing a staff member on Christmas Eve, Frank is visited by a series of ghosts who give him a chance to re-evaluate his actions and right the wrongs of his past.",0.13,0.054,0.816,0.5267,frank cross is a wildly successful television executive whose cold ambition and curmudgeonly nature has driven away the love of his life but after firing a staff member on christmas eve frank is visited by a series of ghosts who give him a chance to re-evaluate his actions and right the wrongs of his past,0.974207878112793,0.0,0.0,0.0
