Title,Year,Movie_Hits,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,budget,revenue,runtime,tagline,Revenue-Budget Ratio,Revenue-Runtime Ratio,compound,neutral,negative,positive,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,Rating,title,tmdb_id,overview,status
Akira,1988,10.0,81,0,1,0,0,5700000.0,49000000.0,124.0,Neo-Tokyo is about to E.X.P.L.O.D.E.,8.596491228070175,395161.2903225807,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,R,Akira,149,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath that only two teenagers and a group of psychics can stop.,success
Aladdin,1992,9.0,84,0,0,0,1,28000000.0,504050219.0,92.0,"Imagine if you had three wishes, three hopes, three dreams and they all could come true.",18.001793535714285,5478806.728260869,0.836,0.548,0.0,0.452,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,G,Aladdin,812,"In the boorish city of Agrabah, kind-hearted street urchin Aladdin and Princess Jasmine fall in love, although she can only marry a prince. He and power-hungry Grand Vizier Jafar vie for a magic lamp that can fulfill their wishes.",success
Alan Partridge: Alpha Papa,2013,0.0,67,0,0,1,0,4000000.0,9800000.0,90.0,12 hostages. 24 hours. 1 Partridge.,2.45,108888.88888888888,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,Alan Partridge: Alpha Papa,177699,"When famous DJ Alan Partridge’s radio station is taken over by a new media conglomerate, it sets in motion a chain of events which see Alan having to work with the police to defuse a potentially violent siege.",success
Alexander,2004,,67,1,0,0,0,155000000.0,167298192.0,176.0,The greatest legend of all was real,1.0793431741935484,950557.9090909092,0.6369,0.588,0.0,0.412,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,R,Alexander,1966,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.",success
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,9.0,67,0,0,0,1,28000000.0,100654149.0,81.0,One day can change everything.,3.5947910357142856,1242643.8148148148,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PG,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",218778,"Alexander's day begins with gum stuck in his hair, followed by more calamities. Though he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother, and sister all find themselves living through their own terrible, horrible, no good, very bad day.",success
Ali,2001,45.0,72,0,0,1,0,107000000.0,87812729.0,157.0,Float like a butterfly and sting like a bee.,0.8206797102803738,559316.74522293,0.6124,0.5,0.0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,Ali,8489,"In 1964, a brash, new pro boxer, fresh from his Olympic gold medal victory, explodes onto the scene: Cassius Clay. Bold and outspoken, he cuts an entirely new image for African Americans in sport with his proud public self-confidence and his unapologetic belief that he is the greatest boxer of all time. Yet at the top of his game, both Ali's personal and professional lives face the ultimate test.",success
Alice Through the Looking Glass,2016,16.0,73,0,0,0,1,170000000.0,299457024.0,113.0,It's time for a little madness.,1.761511905882353,2650062.1592920357,-0.3832,0.605,0.395,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,PG,Alice Through the Looking Glass,241259,Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.,success
Alice in Wonderland,1951,0.0,77,0,0,0,1,3000000.0,57200000.0,75.0,A world of wonders in one great picture!,19.066666666666663,762666.6666666666,0.6588,0.577,0.0,0.423,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,G,Alice in Wonderland,12092,"On a golden afternoon, wildly curious young Alice tumbles into the burrow and enters the merry, madcap world of Wonderland full of whimsical escapades.",success
Alien,1979,0.0,88,0,0,1,0,11000000.0,104931801.0,117.0,In space no one can hear you scream.,9.539254636363635,896853.0,-0.5994,0.55,0.45,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,R,Alien,348,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",success
Alien Resurrection,1997,18.0,74,0,0,1,0,70000000.0,162000000.0,109.0,It's already too late.,2.3142857142857145,1486238.5321100918,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,R,Alien Resurrection,8078,"Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.",success
Alive,1993,54.0,73,0,1,0,0,32000000.0,36700000.0,127.0,The triumph of the human spirit,1.146875,288976.3779527559,0.5859,0.455,0.0,0.545,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,R,Alive,7305,"The amazing true story of a Uruguayan rugby team's plane that crashed in the middle of the Andes mountains, and their immense will to survive and pull through alive, forced to do anything and everything they could to stay alive on meager rations and through the freezing cold.",success
All About Asado,2016,0.0,46,1,0,0,0,32993.0,6892.0,85.0,The comedy that makes fun of culinary documentaries and Argentina's obsession with meat,0.2088927954414572,81.08235294117647,0.5267,0.549,0.132,0.319,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,All About Asado,456705,"All About Asado is a trip into the culinary heart of Argentina. Asado, the tradition of grilled meat, is a food and also a ritual. It is primitive and modern, wild and sophisticated, an art and a science. Few phenomena reveal the essential characteristics of Argentina’s national identity with more originality and precision. Equal parts road-movie, documentary and fiction, Gastón Duprat and Mariano Cohn’s playful film delves into the almost sacred tradition of asado, using a sharp and irreverent gaze to explore the country’s meaty fixation.",success
Almost an Angel,1990,53.0,54,0,0,1,0,25000000.0,6939946.0,95.0,Who does he think he is?,0.27759784,73052.06315789474,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,Almost an Angel,25943,"Terry Dean is an electronics wizard and thief. After he is released from jail, he is hit by a car while saving a little girl's life. While in the hospital, he dreams that God visits him and tells him he's an Angel, and must start doing good things to make up for his past life. Not believing it at first, he soon becomes convinced he must be an Angel. Not having any Angel powers yet, he must use his own experiences and talents to make good things happen.",success
American Animals,2018,27.0,72,0,1,1,0,3000000.0,2847319.0,117.0,Nobody wants to be ordinary.,0.9491063333333334,24336.05982905983,0.0,1.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,R,American Animals,489931,"Lexington, Kentucky, 2004. Four young men attempt to execute one of the most audacious art heists in the history of the United States.",success
American Assassin,2017,5.0,72,1,0,0,0,33000000.0,67200000.0,112.0,Assassins aren't born. They're made.,2.036363636363636,600000.0,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,R,American Assassin,415842,"Following the murder of his fiancée, Mitch Rapp trains under the instruction of Cold War veteran Stan Hurley. The pair then is enlisted to investigate a wave of apparently random attacks on military and civilian targets.",success
American Me,1992,152.0,64,1,0,0,0,16000000.0,13100000.0,125.0,In prison they are the law. On the streets they are the power.,0.81875,104800.0,-0.5106,0.784,0.216,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,American Me,13199,"During his 18 years in Folsom Prison, street-gang leader Santana rules over all the drug-and-murder activities behind bars. Upon his release, Santana goes back to his old neighborhood, intending to lead a peaceful, crime-free life. But his old gang buddies force him back into his old habits.",success
American Outlaws,2001,34.0,63,1,0,0,0,35000000.0,13678913.0,94.0,Sometimes the wrong side of the law is the right place to be.,0.3908260857142857,145520.3510638298,-0.4767,0.795,0.205,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PG-13,American Outlaws,13496,"When a Midwest town learns that a corrupt railroad baron has captured the deeds to their homesteads without their knowledge, a group of young ranchers join forces to take back what is rightfully theirs. They will become the object of the biggest manhunt in the history of the Old West and, as their fame grows, so will the legend of their leader, a young outlaw by the name of Jesse James.",success
American Ultra,2015,21.0,72,1,0,0,0,28000000.0,27100000.0,96.0,Everyone's getting smoked.,0.9678571428571427,282291.6666666667,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,American Ultra,261392,"Mike is an unmotivated stoner whose small-town life with his live-in girlfriend, Phoebe, is suddenly turned upside down.  Unbeknownst to him, Mike is actually a highly trained, lethal sleeper agent. In the blink of an eye, as his secret past comes back to haunt him, Mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive.",success
An American Carol,2008,22.0,48,0,0,1,0,20000000.0,7000000.0,82.0,"WARNING! This Movie might be offensive to Righties, All Lefties, Retards, Terrorists, Pacifists, War-Mongers, Believers, the ACLU, Conservatives, Republicans, Democrats, People of Color, Non-Speakers, & Ivy League Profs., Native Americans should be Okay.",0.35,85365.85365853658,-0.8633,0.693,0.26,0.047,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PG-13,An American Carol,13948,A cynical anti-American Hollywood filmmaker sets out on a crusade to abolish the 4th of July holiday. He is visited by three spirits who take him on a hilarious journey in an attempt to show him the true meaning of America.,success
An American Haunting,2005,0.0,60,0,1,0,0,14000000.0,29612137.0,83.0,Possession Knows No Bounds,2.1151526428571428,356772.734939759,-0.296,0.577,0.423,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,PG-13,An American Haunting,10008,"An invisible entity haunts a 19th century family, and family secrets soon begin to surface. Based on the true events of the only case in US History where a spirit caused the death of a man.",success
An American Werewolf in London,1981,6.0,76,0,0,1,0,10000000.0,31973249.0,97.0,From the director of Animal House... a different kind of animal.,3.1973249,329621.1237113402,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,An American Werewolf in London,814,"American tourists David and Jack are savagely attacked by an unidentified animal while hiking on the Yorkshire Moors. After retiring to the home of a beautiful nurse to recuperate, David soon begins experiencing disturbing changes to his body and mind.",success
An Education,2009,46.0,74,0,0,1,0,7500000.0,26100000.0,100.0,An education isn't always by the book.,3.48,261000.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,An Education,24684,"Despite her sheltered upbringing, Jenny is a teen with a bright future; she's smart, pretty, and has aspirations of attending Oxford University. When David, a charming but much older suitor, motors into her life in a shiny automobile, Jenny gets a taste of adult life that she won't soon forget.",success
Anacondas: The Hunt for the Blood Orchid,2004,1.0,60,0,1,1,0,20000000.0,70992898.0,96.0,The hunters will become the hunted.,3.5496449,739509.3541666666,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,PG-13,Anacondas: The Hunt for the Blood Orchid,11237,"A scientific expedition sets out for Borneo to seek a flower called the Blood Orchid, which could grant extended life. Meanwhile, they run afoul of snakes and each other.",success
Anastasia,1997,19.0,75,0,0,0,1,53000000.0,139804348.0,94.0,Discover the adventure behind the greatest mystery of our time.,2.637817886792453,1487280.2978723403,0.7579,0.552,0.0,0.448,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,G,Anastasia,9444,"Ten years after she was separated from her family, an eighteen-year-old orphan with vague memories of the past sets out to Paris in hopes of reuniting with her grandmother. She is accompanied by two con men, who intend to pass her off as the Grand Duchess Anastasia to the Dowager Empress for a reward.",success
And So It Goes,2014,0.0,61,0,1,1,0,18000000.0,25312387.0,94.0,You could call Oren Little 'charming' — except no one does.,1.4062437222222222,269280.71276595746,-0.235,0.823,0.177,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,And So It Goes,253235,"Nobody likes self-centered realtor Oren Little, and he prefers it that way. He's deliberately mean to anyone who crosses his path and wants nothing more than to sell one final house and retire. His life turns upside-down when his estranged son drops off a granddaughter he never knew existed. Suddenly left in charge of her and with no idea how to take care of a child, he pawns the girl off on his neighbor, Leah -- but he eventually learns how to open his heart.",success
Andhadhun,2018,0.0,79,1,0,0,0,4500000.0,40000000.0,139.0,Every artist has a secret.,8.88888888888889,287769.7841726619,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Unknown,Andhadhun,534780,A series of mysterious events changes the life of a blind pianist who now must report a crime that was actually never witnessed by him.,success
Angel Eyes,2001,44.0,60,1,0,0,0,53000000.0,29700000.0,102.0,"The deeper you look, the more you will find.",0.560377358490566,291176.4705882353,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,R,Angel Eyes,5852,"A story about a seemingly unlikely couple who cross paths under life-threatening circumstances as though they are destined not only to meet but to save each other's lives. Not once, but twice.",success
Angel Has Fallen,2019,7.0,75,1,0,0,0,40000000.0,146661977.0,122.0,Loyalty is under fire,3.666549425,1202147.3524590165,0.2732,0.253,0.304,0.443,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,R,Angel Has Fallen,423204,"After a treacherous attack, Secret Service agent Mike Banning is charged with attempting to assassinate President Trumbull. Chased by his own colleagues and the FBI, Banning begins a race against the clock to clear his name.",success
Angela's Ashes,1999,12.0,67,0,0,1,0,50000000.0,13042112.0,145.0,The hopes of a mother. The dreams of a father. The fate of a child.,0.26084224,89945.6,0.6705,0.645,0.0,0.355,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,Angela's Ashes,10397,"An Irish Catholic family returns to 1930s Limerick after a child's death in America. The unemployed I.R.A. veteran father struggles with poverty, prejudice, and alcoholism as the family endures harsh slum conditions.",success
Angels & Demons,2009,32.0,76,1,1,0,0,150000000.0,485930816.0,139.0,The holiest event of our time. Perfect for their return.,3.2395387733333334,3495905.151079137,0.5719,0.709,0.0,0.291,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,PG-13,Angels & Demons,13448,"Harvard symbologist Robert Langdon is recruited by the Vatican to investigate the apparent return of the Illuminati – a secret, underground organization – after four cardinals are kidnapped on the night of the papal conclave.",success
